ntn,name,business,capital
4580761-3,Allied Enterprises,Textile,50000000.0
3036166-9,Metro Traders,Construction,500000000.0
5538832-8,Summit Builders,Trading,50000000.0
9025557-7,Metro International,Import/Export,500000000.0
6544313-1,United Associates,Trading,50000000.0
9284025-3,Star (Pvt) Ltd,Construction,50000000.0
8349252-4,Metro Traders,Import/Export,50000000.0
9789189-5,Star Industries,Import/Export,500000000.0
9762426-6,Summit Holdings,Trading,50000000.0
1676336-9,Metro Associates,Construction,50000000.0
4012332-9,Star Holdings,IT Services,50000000.0
9609173-5,Premier (Pvt) Ltd,Real Estate,500000000.0
1941631-7,Metro Associates,Import/Export,50000000.0
3517229-7,Allied (Pvt) Ltd,Construction,500000000.0
9763113-7,Royal Industries,Textile,50000000.0
5829113-8,Global Builders,Logistics,500000000.0
6442011-0,Capital Holdings,IT Services,50000000.0
5012716-3,Summit International,Textile,50000000.0
3464160-9,Star Holdings,Real Estate,50000000.0
2073948-2,Royal Builders,Import/Export,50000000.0
6695543-2,Premier International,Construction,50000000.0
2142530-2,Global Associates,Food & Beverage,50000000.0
4822947-7,Royal Industries,Food & Beverage,50000000.0
7424672-3,Royal Industries,Logistics,50000000.0
2988062-9,Allied International,Construction,50000000.0
9657537-2,Summit Industries,Import/Export,50000000.0
6942635-4,Capital Industries,Import/Export,50000000.0
9836434-6,Global Associates,Import/Export,500000000.0
7019826-3,Royal Builders,IT Services,50000000.0
3064906-3,Star International,IT Services,50000000.0
5959246-3,Royal (Pvt) Ltd,Trading,50000000.0
8908214-5,Allied Associates,IT Services,50000000.0
7847478-1,Capital Enterprises,Logistics,50000000.0
8861798-8,United Holdings,Import/Export,500000000.0
8813707-4,Apex (Pvt) Ltd,Trading,500000000.0
5199535-4,Allied Holdings,Pharmaceuticals,50000000.0
4503446-3,Crescent Traders,Import/Export,50000000.0
8594439-3,Star Associates,IT Services,50000000.0
3080776-6,Metro Holdings,IT Services,50000000.0
4722494-6,Summit Holdings,Import/Export,50000000.0
6181948-1,Allied Builders,Pharmaceuticals,500000000.0
4294036-7,Star Traders,Logistics,50000000.0
1760917-3,Metro (Pvt) Ltd,Trading,50000000.0
2393998-1,Royal International,IT Services,50000000.0
9243664-4,Star Industries,Real Estate,50000000.0
8807848-1,Global (Pvt) Ltd,IT Services,50000000.0
4001356-9,Royal (Pvt) Ltd,Food & Beverage,50000000.0
7563132-8,Crescent Traders,Construction,50000000.0
8309339-2,Summit Industries,IT Services,50000000.0
9180299-6,Global Associates,Trading,50000000.0
2994174-5,Capital Associates,Textile,50000000.0
3489884-6,Royal Traders,Real Estate,50000000.0
2287547-5,Global Industries,Textile,500000000.0
9504947-5,Capital Holdings,Food & Beverage,50000000.0
4541828-5,Star International,Logistics,50000000.0
8040151-4,Allied Holdings,Import/Export,50000000.0
3477403-7,Allied International,Food & Beverage,500000000.0
1593657-0,Premier Traders,Logistics,50000000.0
3638772-5,Premier Holdings,Import/Export,500000000.0
9133759-7,Metro Builders,Pharmaceuticals,50000000.0
7773850-7,Metro Traders,Trading,50000000.0
9521033-9,Global Enterprises,Trading,50000000.0
4179214-9,Crescent (Pvt) Ltd,Real Estate,50000000.0
9233380-3,Metro Traders,IT Services,50000000.0
7667022-3,Crescent (Pvt) Ltd,Food & Beverage,50000000.0
8833355-1,Allied Holdings,Construction,50000000.0
5932646-7,Apex Associates,Logistics,500000000.0
5165097-5,Pak International,Textile,50000000.0
4963460-5,Star Builders,Real Estate,50000000.0
1335486-9,Summit Industries,IT Services,500000000.0
1226079-7,Summit Associates,Import/Export,50000000.0
8657037-2,Apex (Pvt) Ltd,Logistics,50000000.0
1006346-1,Allied Builders,Textile,50000000.0
2933588-2,Capital Holdings,IT Services,50000000.0
1582342-1,Global Enterprises,Food & Beverage,500000000.0
8037965-9,United Enterprises,Construction,50000000.0
9867685-2,Allied Associates,IT Services,50000000.0
4412611-3,Pak International,Logistics,50000000.0
8476134-1,Metro Industries,Food & Beverage,50000000.0
1971636-5,Summit (Pvt) Ltd,Real Estate,50000000.0
6249054-7,United Holdings,IT Services,50000000.0
8256517-0,Capital Associates,Real Estate,500000000.0
9878129-3,Premier Industries,Import/Export,50000000.0
1787408-4,Premier Enterprises,Logistics,50000000.0
1047587-5,Capital Builders,Import/Export,50000000.0
9765085-1,Allied Traders,Textile,50000000.0
5904475-7,Summit Builders,Construction,50000000.0
9983003-2,Summit Holdings,Food & Beverage,50000000.0
8067586-2,Star Builders,Logistics,500000000.0
8572501-4,Crescent International,Trading,50000000.0
5753511-2,Global Associates,Logistics,500000000.0
8163593-9,Premier Builders,Import/Export,500000000.0
2355169-2,United Associates,Pharmaceuticals,50000000.0
4639629-0,Crescent (Pvt) Ltd,Pharmaceuticals,50000000.0
7029460-1,United Holdings,Food & Beverage,50000000.0
7675573-2,Premier Builders,Construction,50000000.0
1997661-5,Crescent Builders,Food & Beverage,50000000.0
5826707-8,United Industries,Food & Beverage,500000000.0
7204124-2,Apex Associates,Import/Export,50000000.0
7537890-6,Metro Associates,IT Services,500000000.0
9072241-9,Pak International,IT Services,50000000.0
2605649-8,Apex Associates,IT Services,50000000.0
4245038-8,Pak Traders,Logistics,500000000.0
2676861-2,Global Associates,Construction,50000000.0
7586127-3,United Associates,IT Services,50000000.0
3851869-9,United Industries,Real Estate,50000000.0
5419755-5,Allied Holdings,Pharmaceuticals,50000000.0
6048716-3,Crescent International,Textile,50000000.0
3299767-0,United International,Pharmaceuticals,50000000.0
5824916-3,Capital Associates,IT Services,500000000.0
4802944-3,Premier (Pvt) Ltd,Pharmaceuticals,50000000.0
1861158-1,Apex Traders,Construction,50000000.0
2083839-5,United Enterprises,IT Services,50000000.0
5257932-7,Premier International,Import/Export,500000000.0
6160092-8,Royal Builders,Trading,50000000.0
6077683-1,Pak Enterprises,Textile,500000000.0
1194271-5,Apex Traders,Pharmaceuticals,50000000.0
8178208-5,Star Associates,Logistics,50000000.0
7365917-1,Allied (Pvt) Ltd,Trading,50000000.0
5012222-7,United (Pvt) Ltd,Construction,50000000.0
4289493-4,Capital Holdings,Food & Beverage,50000000.0
7361472-8,Premier Enterprises,Food & Beverage,50000000.0
6649332-2,Premier Industries,Real Estate,50000000.0
9773780-4,Global International,Import/Export,50000000.0
4520770-4,Capital Associates,Construction,50000000.0
1180560-0,Pak Associates,Textile,500000000.0
6509893-3,Premier (Pvt) Ltd,Trading,50000000.0
7354365-8,Crescent Associates,Real Estate,50000000.0
9454388-0,Global Industries,Trading,50000000.0
9360097-6,Capital Traders,IT Services,50000000.0
4269770-4,Apex Traders,Import/Export,50000000.0
5557259-3,Apex Traders,Food & Beverage,500000000.0
6411131-3,Global International,Food & Beverage,500000000.0
2533259-8,Star Builders,Trading,50000000.0
8812664-1,Pak Holdings,Construction,500000000.0
4123170-3,Metro Traders,Trading,50000000.0
5218821-4,United Traders,Trading,50000000.0
7413105-5,Capital Industries,Logistics,50000000.0
7831725-4,Premier International,IT Services,50000000.0
3515762-0,Pak Associates,Logistics,50000000.0
1887185-1,Capital (Pvt) Ltd,Logistics,50000000.0
2597762-5,Premier International,Pharmaceuticals,50000000.0
6991485-0,Capital International,Real Estate,500000000.0
4389817-5,Pak Industries,Import/Export,50000000.0
2715225-2,Capital International,Construction,500000000.0
1054412-1,Premier Traders,Trading,50000000.0
9943392-1,Global (Pvt) Ltd,Textile,50000000.0
4952025-9,United Builders,IT Services,50000000.0
9658641-5,Royal Industries,Logistics,50000000.0
9669331-7,Royal Builders,Real Estate,50000000.0
7118900-8,United Builders,IT Services,50000000.0
4380697-7,Royal Holdings,IT Services,50000000.0
6955691-6,Allied Industries,Food & Beverage,50000000.0
2848051-1,Capital (Pvt) Ltd,Trading,500000000.0
7751222-2,Crescent Holdings,Real Estate,50000000.0
4502012-7,Royal Builders,Logistics,50000000.0
6397544-3,Global Holdings,IT Services,500000000.0
9500731-6,Star Traders,Pharmaceuticals,500000000.0
6860710-1,Allied (Pvt) Ltd,Import/Export,500000000.0
6556626-2,Apex International,Food & Beverage,500000000.0
1147451-8,Summit Builders,Pharmaceuticals,50000000.0
5162929-4,Pak Enterprises,Real Estate,50000000.0
7322893-4,Royal Builders,Construction,50000000.0
1822971-3,Royal Industries,Real Estate,50000000.0
7968849-9,Metro Enterprises,Food & Beverage,500000000.0
5396974-1,Royal Builders,Logistics,500000000.0
6391141-2,Crescent Builders,Construction,50000000.0
5073552-4,Metro Associates,Real Estate,50000000.0
4501190-5,Apex Traders,Food & Beverage,50000000.0
1054786-0,Summit Builders,Real Estate,50000000.0
2642622-8,Premier (Pvt) Ltd,Pharmaceuticals,50000000.0
6475614-7,Global Enterprises,Construction,500000000.0
3210271-6,Apex Holdings,Real Estate,500000000.0
5817378-8,United (Pvt) Ltd,Textile,500000000.0
1090705-9,Metro Holdings,Logistics,50000000.0
3864155-0,Pak Traders,IT Services,500000000.0
3484480-7,Allied Associates,IT Services,500000000.0
2655286-5,Star (Pvt) Ltd,Real Estate,500000000.0
5494921-2,Pak Industries,Import/Export,50000000.0
3408633-5,Royal (Pvt) Ltd,IT Services,500000000.0
7547939-3,Apex Industries,Trading,50000000.0
3356743-7,Allied Holdings,Pharmaceuticals,50000000.0
2670855-0,Pak Holdings,Textile,500000000.0
6032082-7,Pak Enterprises,Real Estate,50000000.0
2691667-4,Royal Traders,Import/Export,500000000.0
2773007-8,Apex Builders,Real Estate,50000000.0
6259506-2,Royal Builders,Construction,50000000.0
6886205-2,United Enterprises,Real Estate,50000000.0
4013623-2,Star Builders,Pharmaceuticals,50000000.0
3269181-4,Pak Industries,Pharmaceuticals,50000000.0
5229293-5,Apex Enterprises,Real Estate,50000000.0
9212592-3,United Traders,Food & Beverage,50000000.0
2415723-6,United Builders,Food & Beverage,50000000.0
6398934-9,Metro International,Real Estate,500000000.0
7946855-7,Pak Traders,Pharmaceuticals,50000000.0
6943477-1,Crescent Holdings,Import/Export,50000000.0
1245907-1,Capital Traders,Food & Beverage,50000000.0
4088305-7,Premier Traders,Textile,50000000.0
7046093-2,Capital Enterprises,Import/Export,50000000.0
3999891-7,Pak Industries,Trading,50000000.0
7232936-5,Metro Industries,Import/Export,50000000.0
5707622-5,Global Holdings,Trading,50000000.0
1050117-9,Crescent Associates,Textile,50000000.0
4391338-3,Premier International,Textile,500000000.0
8861116-6,Global Traders,Trading,50000000.0
5547731-9,Premier Industries,Trading,50000000.0
7719567-8,Crescent Traders,Textile,50000000.0
5577575-7,Crescent International,IT Services,50000000.0
3903321-3,Royal Enterprises,Pharmaceuticals,50000000.0
8512813-9,Royal Enterprises,Trading,50000000.0
7447293-1,Premier Industries,Trading,50000000.0
8514893-4,United Enterprises,Trading,500000000.0
1525009-3,United Holdings,Real Estate,50000000.0
3556008-0,Royal (Pvt) Ltd,Logistics,500000000.0
6113737-4,Crescent Enterprises,Real Estate,50000000.0
6084268-7,Metro International,Trading,50000000.0
8418211-0,Capital Associates,Food & Beverage,500000000.0
1128833-4,Star Industries,Food & Beverage,50000000.0
8382357-1,Capital International,Textile,50000000.0
2629222-5,Apex Enterprises,Real Estate,500000000.0
7394846-0,Crescent Associates,Pharmaceuticals,50000000.0
1295138-6,Premier International,Food & Beverage,500000000.0
7243559-6,Royal International,Import/Export,50000000.0
8447232-0,Summit Associates,Real Estate,50000000.0
4614588-5,Allied (Pvt) Ltd,Real Estate,50000000.0
1214181-1,Star Associates,Construction,50000000.0
3595338-8,Summit (Pvt) Ltd,IT Services,500000000.0
7135299-1,Royal Industries,Textile,50000000.0
5564455-1,Crescent Industries,Logistics,50000000.0
4507163-4,Crescent Industries,Import/Export,50000000.0
5838880-4,Pak (Pvt) Ltd,Trading,50000000.0
2030666-4,Allied International,Import/Export,50000000.0
3848336-9,Allied Associates,Real Estate,500000000.0
8974089-7,United Enterprises,Trading,50000000.0
8559657-9,Metro Traders,Construction,500000000.0
7166776-5,United Enterprises,IT Services,500000000.0
8232701-8,Capital Traders,Real Estate,50000000.0
7433270-0,Royal Builders,Construction,500000000.0
1074424-1,Allied Enterprises,Trading,500000000.0
5236403-1,Capital International,Food & Beverage,50000000.0
7042683-0,Royal Traders,Construction,50000000.0
3204009-9,Global International,Import/Export,50000000.0
9929886-4,Summit Builders,Pharmaceuticals,500000000.0
2787339-0,United Traders,Textile,500000000.0
1996262-8,Global Traders,Real Estate,500000000.0
2971868-3,Capital Industries,Real Estate,500000000.0
5816451-0,Crescent Associates,Import/Export,50000000.0
6007051-5,Metro International,Import/Export,50000000.0
3576019-8,Global Enterprises,Trading,50000000.0
7328128-8,Metro Builders,Logistics,500000000.0
5443009-0,United Holdings,Import/Export,50000000.0
1235484-9,Summit Traders,Textile,50000000.0
9560757-9,Royal Associates,Import/Export,500000000.0
1620349-2,Capital Traders,Trading,50000000.0
6344379-1,Summit Builders,Trading,50000000.0
9361131-6,Crescent Traders,Food & Beverage,50000000.0
8929792-7,Apex Industries,Real Estate,50000000.0
8520395-6,Crescent Holdings,Real Estate,50000000.0
6852043-2,Crescent Builders,Textile,50000000.0
4249303-7,Capital (Pvt) Ltd,Textile,50000000.0
8104161-8,United (Pvt) Ltd,Pharmaceuticals,50000000.0
1016758-4,Crescent Associates,Real Estate,500000000.0
6292782-5,Star Industries,Real Estate,50000000.0
6470267-8,Metro Builders,Construction,500000000.0
4226331-2,Allied Holdings,Pharmaceuticals,50000000.0
8862514-3,Royal Associates,Real Estate,50000000.0
9018451-5,Summit International,Trading,50000000.0
1140925-3,Star International,Logistics,50000000.0
5870201-3,Crescent (Pvt) Ltd,Import/Export,50000000.0
5205977-4,United Enterprises,Real Estate,500000000.0
8916161-2,Crescent Industries,Textile,500000000.0
3034679-7,Summit Associates,Construction,50000000.0
8929698-5,Royal Enterprises,Import/Export,50000000.0
1579000-8,Royal Holdings,Food & Beverage,50000000.0
5750104-8,Premier International,Logistics,50000000.0
4175124-7,Global Enterprises,Trading,500000000.0
7823723-4,Crescent Enterprises,Textile,500000000.0
7290623-6,Apex Industries,Real Estate,50000000.0
7298359-4,Apex Holdings,Import/Export,500000000.0
5800234-6,Star (Pvt) Ltd,Trading,50000000.0
3838380-6,Allied Traders,IT Services,500000000.0
8385124-5,United International,Pharmaceuticals,500000000.0
5939224-9,Metro Traders,Import/Export,50000000.0
6663107-2,Metro Industries,Textile,50000000.0
9780751-2,Global (Pvt) Ltd,Construction,500000000.0
5671730-5,Global International,Construction,50000000.0
9069147-3,Allied Traders,Textile,50000000.0
2917950-4,Pak Industries,Import/Export,50000000.0
2460139-8,Metro (Pvt) Ltd,Textile,50000000.0
1458828-4,Crescent International,Import/Export,50000000.0
3400494-3,Royal Traders,Real Estate,50000000.0
9699643-4,Capital (Pvt) Ltd,IT Services,50000000.0
1475123-7,Pak International,Pharmaceuticals,500000000.0
7625639-3,Summit (Pvt) Ltd,Trading,500000000.0
8041565-8,Global Enterprises,Real Estate,50000000.0
8475201-8,Star Holdings,Real Estate,50000000.0
6942120-1,Star Builders,Logistics,500000000.0
4215824-5,Capital (Pvt) Ltd,Food & Beverage,50000000.0
8480938-8,Crescent Builders,Food & Beverage,50000000.0
7318311-2,Star International,Trading,500000000.0
2759692-4,Metro Industries,Trading,500000000.0
9178396-1,Apex Traders,Trading,50000000.0
7389938-1,United (Pvt) Ltd,Logistics,50000000.0
2796667-0,Apex Builders,IT Services,50000000.0
2081122-8,Premier Builders,Import/Export,50000000.0
3508849-7,Summit Builders,Real Estate,50000000.0
1158393-7,Crescent Builders,Real Estate,50000000.0
5571662-7,Summit Traders,IT Services,50000000.0
4864117-2,Crescent Enterprises,Pharmaceuticals,500000000.0
3395471-7,Global Enterprises,Construction,500000000.0
3199283-8,Star Holdings,Food & Beverage,50000000.0
4609757-5,United Builders,Textile,50000000.0
4554973-3,Metro Traders,Real Estate,50000000.0
3980281-1,Crescent (Pvt) Ltd,Logistics,500000000.0
6109967-7,Metro International,Food & Beverage,50000000.0
7896820-8,Allied Traders,Pharmaceuticals,500000000.0
2364711-5,Star Builders,Logistics,50000000.0
7984524-9,Crescent (Pvt) Ltd,Real Estate,50000000.0
8294255-1,Royal (Pvt) Ltd,Construction,50000000.0
9815752-3,Premier Industries,Logistics,50000000.0
7730081-7,Premier Enterprises,Construction,50000000.0
9278767-0,Crescent International,Logistics,500000000.0
6633668-0,United (Pvt) Ltd,Logistics,500000000.0
6417678-9,Capital Traders,Food & Beverage,500000000.0
5913857-1,Apex Builders,Food & Beverage,50000000.0
2071316-1,Star Associates,Construction,50000000.0
1328811-1,United Builders,Textile,50000000.0
5051294-8,United Holdings,Import/Export,50000000.0
3190059-2,Pak Industries,Trading,50000000.0
6068433-5,Crescent (Pvt) Ltd,Pharmaceuticals,50000000.0
8337029-3,Premier Industries,IT Services,50000000.0
7835597-4,Apex Associates,Textile,50000000.0
7579978-9,Apex (Pvt) Ltd,Pharmaceuticals,50000000.0
3998845-8,Crescent Enterprises,Real Estate,50000000.0
5038939-0,Summit Enterprises,Construction,500000000.0
8862454-2,Allied (Pvt) Ltd,Textile,50000000.0
4912862-8,Royal (Pvt) Ltd,Logistics,50000000.0
2763533-8,United Industries,Pharmaceuticals,50000000.0
1768041-1,Premier Industries,Textile,50000000.0
2966785-5,United Builders,Food & Beverage,500000000.0
6817641-4,Allied Builders,IT Services,50000000.0
3028009-1,Premier Associates,Food & Beverage,50000000.0
6481215-4,Allied Builders,Trading,50000000.0
6996988-8,Pak Enterprises,Trading,500000000.0
2441581-6,Apex Builders,Textile,50000000.0
5260354-4,United Holdings,Logistics,50000000.0
4327767-0,Global Industries,Trading,500000000.0
4450565-6,Crescent (Pvt) Ltd,Textile,50000000.0
8800242-5,Summit Enterprises,Construction,50000000.0
3123308-3,Capital Associates,Textile,50000000.0
6089338-9,Pak Industries,Logistics,50000000.0
6946810-7,Allied Enterprises,Food & Beverage,500000000.0
5661330-5,Pak Traders,Food & Beverage,500000000.0
1563582-8,United (Pvt) Ltd,Pharmaceuticals,500000000.0
7831486-5,United International,Food & Beverage,50000000.0
3586094-2,Allied Associates,IT Services,50000000.0
5683632-9,Pak International,Textile,50000000.0
3526409-2,United Enterprises,IT Services,50000000.0
5491996-4,Premier Industries,Trading,50000000.0
3389887-6,Star Enterprises,Real Estate,500000000.0
4506734-6,Star Associates,Textile,50000000.0
3940755-4,Capital Associates,Trading,50000000.0
7482787-6,Capital (Pvt) Ltd,Food & Beverage,50000000.0
3862596-4,United Holdings,IT Services,500000000.0
9306982-2,Premier International,Trading,500000000.0
4356846-1,United (Pvt) Ltd,Import/Export,50000000.0
5736842-8,Pak Enterprises,Textile,50000000.0
8339609-0,Capital Associates,Real Estate,50000000.0
7891549-6,Global International,Textile,50000000.0
7875373-4,Summit Industries,Logistics,50000000.0
1620887-2,Allied Builders,Food & Beverage,50000000.0
2031684-2,Global Enterprises,Real Estate,500000000.0
8884968-6,Global Traders,Construction,50000000.0
2532714-3,Royal Traders,Real Estate,50000000.0
1325148-5,Star Industries,Pharmaceuticals,500000000.0
6204530-9,Premier Industries,Textile,50000000.0
6484356-4,Pak International,Import/Export,50000000.0
4249966-5,Crescent Associates,Trading,50000000.0
6910182-3,United Enterprises,Real Estate,50000000.0
7392200-7,Crescent Enterprises,Textile,50000000.0
1034460-8,Capital Traders,Import/Export,50000000.0
3096521-8,United Holdings,IT Services,50000000.0
8317894-1,Apex Associates,Trading,50000000.0
2538485-3,Metro Associates,Import/Export,50000000.0
2690411-8,Crescent Associates,Construction,50000000.0
1166396-7,Star Holdings,Trading,50000000.0
2473647-6,Allied Builders,Construction,50000000.0
1958213-4,Capital Industries,Trading,500000000.0
4167149-0,Pak Holdings,Trading,50000000.0
1376180-6,Capital Associates,Construction,500000000.0
3884375-9,Allied Traders,Real Estate,50000000.0
7778135-1,Capital (Pvt) Ltd,Real Estate,50000000.0
8239777-6,Global International,Pharmaceuticals,500000000.0
9205094-7,Crescent Associates,Food & Beverage,500000000.0
1403511-6,Global Traders,Food & Beverage,50000000.0
4275477-3,Metro (Pvt) Ltd,Logistics,50000000.0
9474080-9,Capital Industries,Import/Export,500000000.0
4828939-5,Capital Industries,Textile,50000000.0
6154824-0,United Associates,Construction,50000000.0
8737443-1,Royal (Pvt) Ltd,Import/Export,500000000.0
3774971-2,Allied Traders,Pharmaceuticals,500000000.0
1687650-7,Star Builders,Import/Export,500000000.0
2162653-7,Pak Industries,IT Services,50000000.0
1654742-0,United Traders,Import/Export,50000000.0
3759129-9,Crescent Associates,Trading,50000000.0
4268470-3,Global Holdings,Textile,500000000.0
9380850-5,Apex Builders,Food & Beverage,500000000.0
1945902-9,Capital Associates,Import/Export,500000000.0
6119935-2,Star (Pvt) Ltd,Food & Beverage,500000000.0
3070733-8,United Holdings,IT Services,500000000.0
6194729-8,Star Enterprises,Pharmaceuticals,50000000.0
7118239-8,Allied Traders,IT Services,50000000.0
3760335-8,Premier Builders,Construction,50000000.0
3111985-6,Metro Holdings,IT Services,50000000.0
1713938-6,Apex Traders,Food & Beverage,50000000.0
7153678-2,Pak (Pvt) Ltd,Import/Export,50000000.0
9950882-4,Apex Industries,Pharmaceuticals,50000000.0
9394866-7,Pak (Pvt) Ltd,Trading,50000000.0
5801033-4,Pak Holdings,Pharmaceuticals,50000000.0
3940017-3,Pak Builders,Food & Beverage,50000000.0
9635781-1,Crescent Industries,Import/Export,50000000.0
1411215-9,Summit International,Pharmaceuticals,50000000.0
2243492-5,Premier (Pvt) Ltd,Trading,50000000.0
5558329-3,Apex Builders,Textile,50000000.0
5341695-9,Summit Enterprises,Trading,50000000.0
1932687-8,Global Associates,Logistics,500000000.0
8823323-3,Star Builders,Import/Export,500000000.0
7019358-2,Premier Holdings,Real Estate,50000000.0
6691332-1,United International,Construction,50000000.0
9790585-7,Metro Associates,Trading,50000000.0
6124120-3,Premier Builders,Real Estate,50000000.0
9757159-7,Star Associates,Food & Beverage,500000000.0
8712212-4,Premier Industries,Real Estate,50000000.0
7931376-7,Global Traders,Construction,50000000.0
6569328-8,Crescent (Pvt) Ltd,Real Estate,50000000.0
4183019-5,Metro Holdings,Food & Beverage,50000000.0
3960239-3,Pak Holdings,IT Services,500000000.0
1696753-3,Premier Associates,Import/Export,50000000.0
7393952-9,Royal Industries,Pharmaceuticals,500000000.0
2506040-9,Pak Holdings,Real Estate,50000000.0
6539595-8,Summit Builders,Logistics,50000000.0
2768490-8,Capital Industries,Textile,50000000.0
9826051-5,Star Holdings,Import/Export,50000000.0
3102916-9,Allied Enterprises,Logistics,500000000.0
5128124-1,Metro Enterprises,Construction,500000000.0
3088207-1,Summit Enterprises,Food & Beverage,50000000.0
3304287-5,Pak Traders,Import/Export,50000000.0
2892291-9,Royal Associates,Food & Beverage,50000000.0
3623533-3,Metro Associates,Import/Export,50000000.0
4408369-9,Royal Industries,Pharmaceuticals,50000000.0
5912547-3,Premier Enterprises,Textile,500000000.0
4029734-3,United Industries,Trading,50000000.0
9355177-0,Allied Traders,Trading,50000000.0
2197330-5,Premier (Pvt) Ltd,Pharmaceuticals,50000000.0
2011537-0,Premier Builders,Import/Export,50000000.0
6855875-7,Capital Industries,Textile,50000000.0
2014385-5,Summit Traders,Construction,500000000.0
7150959-9,Crescent (Pvt) Ltd,Trading,50000000.0
1866011-6,Summit Holdings,Construction,500000000.0
1786262-6,Crescent Builders,Logistics,500000000.0
9293251-4,Apex Enterprises,IT Services,50000000.0
6121871-3,Apex Industries,Real Estate,500000000.0
1005354-2,Metro Holdings,Food & Beverage,500000000.0
9348849-7,Crescent International,Logistics,50000000.0
6216931-5,Royal Traders,Trading,50000000.0
1850779-8,Capital Holdings,Logistics,50000000.0
1228992-4,Pak Holdings,Construction,50000000.0
4763577-9,Metro Holdings,Construction,50000000.0
5757795-9,Star Enterprises,Trading,50000000.0
4958900-3,Crescent Holdings,IT Services,500000000.0
4876851-2,Summit Traders,Food & Beverage,50000000.0
1787058-1,Capital International,IT Services,50000000.0
5201188-2,Global (Pvt) Ltd,Pharmaceuticals,50000000.0
2824631-9,Pak (Pvt) Ltd,Real Estate,50000000.0
2742853-4,Capital International,Textile,50000000.0
1287592-5,Crescent (Pvt) Ltd,Logistics,50000000.0
9451436-0,Pak (Pvt) Ltd,Food & Beverage,50000000.0
3140303-3,Allied International,Food & Beverage,50000000.0
4087094-7,Royal Industries,Real Estate,50000000.0
7816149-8,United (Pvt) Ltd,Textile,50000000.0
7386294-0,Metro International,Import/Export,50000000.0
6498209-4,Premier (Pvt) Ltd,Textile,500000000.0
7815246-9,Star Industries,Import/Export,50000000.0
1123503-3,Metro Industries,Trading,500000000.0
1616221-1,Premier Traders,Pharmaceuticals,50000000.0
4769498-6,Pak International,Real Estate,500000000.0
3303208-4,Pak Traders,Pharmaceuticals,500000000.0
9719199-1,Metro Industries,Construction,50000000.0
4631408-2,Capital Traders,IT Services,50000000.0
2721125-8,Star Enterprises,Logistics,50000000.0
3538607-9,Summit (Pvt) Ltd,IT Services,50000000.0
5043583-4,Royal International,Logistics,50000000.0
1097477-4,Global Holdings,Pharmaceuticals,500000000.0
6149827-5,Pak International,Textile,50000000.0
2887905-8,Crescent Traders,Logistics,50000000.0
9711818-5,Global International,Construction,50000000.0
6060646-6,United International,Textile,50000000.0
1430381-1,Crescent Associates,Real Estate,50000000.0
7707368-3,Summit Builders,Import/Export,50000000.0
9145486-4,Apex Builders,IT Services,500000000.0
2205857-0,Crescent Associates,Food & Beverage,500000000.0
3385620-4,Summit Industries,Textile,500000000.0
4604125-0,United Traders,Textile,50000000.0
3000616-3,Capital Builders,Logistics,500000000.0
6623269-8,Crescent Holdings,Pharmaceuticals,500000000.0
1892917-3,Apex International,Textile,500000000.0
8225731-6,Summit Builders,Construction,500000000.0
2409046-9,Global Builders,IT Services,50000000.0
1854442-4,Global (Pvt) Ltd,Trading,50000000.0
5375274-8,Crescent Enterprises,Food & Beverage,50000000.0
5022972-7,Premier Enterprises,Textile,50000000.0
4531311-3,Global Enterprises,Logistics,500000000.0
3122618-5,Allied Traders,Textile,50000000.0
7718031-6,Allied Industries,Logistics,500000000.0
6641075-8,Metro International,Real Estate,500000000.0
4532389-7,Capital Enterprises,Logistics,50000000.0
5175439-8,Metro International,Real Estate,50000000.0
7481085-2,Premier Associates,Import/Export,500000000.0
6345173-0,Allied (Pvt) Ltd,Food & Beverage,50000000.0
1856589-9,Pak (Pvt) Ltd,Construction,50000000.0
8255383-5,Summit International,Pharmaceuticals,50000000.0
9389262-3,Capital Holdings,Textile,50000000.0
9738940-8,Metro International,Logistics,500000000.0
8060189-9,United (Pvt) Ltd,Real Estate,50000000.0
6042164-1,Global Industries,Pharmaceuticals,50000000.0
9015516-4,Metro International,Construction,50000000.0
9078714-0,Premier Enterprises,Pharmaceuticals,500000000.0
3491199-7,Summit Traders,IT Services,50000000.0
8695972-8,Royal Holdings,Construction,500000000.0
9723269-4,Allied Traders,Logistics,50000000.0
9316112-8,Metro Holdings,Food & Beverage,50000000.0
6770786-7,Royal Holdings,IT Services,50000000.0
6951629-3,Global International,Trading,50000000.0
8446194-1,Apex Enterprises,Construction,50000000.0
9725209-7,United (Pvt) Ltd,Food & Beverage,500000000.0
8478019-8,Crescent Enterprises,Pharmaceuticals,50000000.0
7351464-5,United Enterprises,Pharmaceuticals,50000000.0
4184651-8,Global Builders,Construction,50000000.0
7094146-2,Pak Traders,Textile,500000000.0
3903817-3,Metro International,Construction,50000000.0
3689530-0,Star Enterprises,Pharmaceuticals,50000000.0
7776256-4,Allied Holdings,Real Estate,50000000.0
7913547-2,Capital Industries,Food & Beverage,500000000.0
2575795-0,Star Traders,Import/Export,50000000.0
9326623-7,Royal Associates,Construction,50000000.0
9944135-7,United Builders,Trading,50000000.0
9750790-5,Crescent International,Import/Export,50000000.0
9003708-2,Pak Holdings,Construction,50000000.0
